Club_ID,Club_Name,Primary language,City,Province,Country
708,KSAV SINT-DIMPNA,Dutch,GEEL,Antwerpen,
709,BC ASSE TERNAT,Dutch,Ternat,Vlaams Brabant,
710,KOG-STASEGEM G-VOETBAL,Dutch,Harelbeke-Stasegem,West-Vlaanderen,
711,G-OMNISPORTCLUB VLAAMSE ARDENNEN,Dutch,Kluisbergen,Oost-Vlaanderen,
713,JC-GRUITRODE,Dutch,Meeuwen-Gruitrode,Limburg,
714,UNIFIED SAILING BELGIUM VZW,Dutch,Boechout,Antwerpen,
715,SOMIVAL VZW,Dutch,WAREGEM,West-Vlaanderen,WAREGEM
716,BBC GEMBO,Dutch,Antwerpen,Antwerpen,
718,VZW TENNISCLUB LUMMEN,Dutch,Lummen,Limburg,
719,DE NISSE,Dutch,Kortrijk ,West-Vlaanderen,
720,KONINKLIJKE LEBBEEKSE ATLETIEKCLUB,Dutch,Lebbeke,Oost-Vlaanderen,Belgium
721,SPORTCLUB HUIS IN DE STAD VZW,Dutch,Tienen,Vlaams Brabant,Belgium
722,'T HAVERENHOF VZW,Dutch,Eppegem,Vlaams Brabant,
723,KORTRIJK SPURS VZW,Dutch,ZWEVEGEM,West-Vlaanderen,
724,SPINSHUTTLE,Dutch,Dessel,ANTWERPEN,
725,OSTEND TENNIS CLUB,Dutch,Oostende,West-Vlaanderen ,
727,AC DEINZE,Dutch,Deinze ,Oost-Vlaanderen,
729,2GETHER ON WHEELS,Dutch,Brasschaat,Antwerpen,België
730,BBC FALCO GENT,Dutch,Gent,Oost-Vlaanderen,
731,GYMFLEX VZW,Dutch,Mechelen,Antwerpen,Belgique
732,TERNATSE OMNISPORT VOOR ANDERSVALIDEN,Dutch,WAMBEEK,Vlaams Brabant,Belgium
733,NET CONNECT CYCLING TEAM,Dutch,Kasterlee,Antwerpen,Belgium
734,AC HERENTALS,Dutch,Herentals,Antwerpen,Belgium
735,GEMEENTELIJKE TENNIS TESSENDERLO,Dutch,Laakal,Limburg,Belguim
736,OKIDO BASKET,Dutch,Arendonk,Antwerpen,Belgium
738,DALO VZW,Dutch,Lommel,Limburg,Belgium
740,TER HEIDE,Dutch,Genk,Limburg,
741,GYM MOL,Dutch,Laakdal,Antwerpen,
742,NOORDERWIJKSE BADMINTONCLUB ,Dutch,NOORDERWIJK ,Antwerpen ,
744,OC CIRKANT,Dutch,Aartrijke,West-Vlaanderen,
745,GENTSE G-DUIVELS,Dutch,Wondelgem,Oost-Vlaanderen,België
746,A-JUDOCLUB TATAMIVRIENDEN,Dutch,Bazel,Oost-Vlaanderen,Belgium
747,LOKERSE BADMINTONCLUB,Dutch,Lokeren,Oost-Vlaanderen,Belgium
748,TTC RECREAS GULLEGEM,Dutch,Rollegem,West-Vlaanderen,Belgium
749,LIONS TORHOUT,Dutch,Torhout,West-Vlaanderen,België
750,BALTI SPECIALS KORTRIJK,Dutch,KORTRIJK,West-Vlaanderen,Belgie
751,WAASLANDSE G-BASKETTERS,Dutch,Burcht,Antwerpen ,
752,GFC SK BEVEREN,Dutch,Elversele,Oost-Vlaanderen,Belgie
753,EUROSTARS,Dutch,Merksem,Antwerpen,Belgie
754,NO LIMIT VZW,Dutch,Wilrijk,Antwerpen,Belgie
755,WAVERSE BADMINTONCLUB,Dutch,Koningshooikt,Antwerpen,België
756,DE BOOMHUT,Dutch,Boom,Antwerpen,Belgie
757,ANTWERP CYCLING TEAM KONTICH,Dutch,KONTICH,ANTWERPEN,BELGIE
758,K.W.T.P.C.,Dutch,Genk,Limburg,Belgie
759,K SCHELLE SPORT,Dutch,Schelle,Antwerpen,Belgie
760,BRAXGATA,Dutch,Berchem,Antwerpen,Belgie
761,ROYAL VICTORY HOCKEY CLUB,Dutch,Antwerpen,Antwerpen,Belgie
762,HORSE FUN VERBRANDE BRUG,Dutch,Eppegem,Vlaams-Brabant,Belgie
763,GEELSE KAJAKVAARDERS,Dutch,GEEL,Antwerpen,Belgie
764,KMTHC,Dutch,Mechelen,Antwerpen,Belgie
765,KHC DRAGONS vzw,Dutch,Brasschaat,Antwerpen,Belgie
766,VRIJBROEK HOCKEY CLUB MECHELEN,Dutch,Mechelen,,Belgie
767,GIDOS,Dutch,Waregem,West-Vlaanderen,Belgie
768,KONINKLIJKE TURNKRING BOOM,Dutch,Boom,Antwerpen,Belgie
769,JUDO CLUB LEOPOLDSBURG,Dutch,Leopoldsburg,Limburg,Belgie
770,BADMINTON WAREGEM,Dutch,Waregem,West-Vlaanderen,Belgie
771,3MASTER,Dutch,Kasterlee,Antwerpen,Belgie
772,TURNKRING DEUGD EN MOED EKEREN,Dutch,Ekeren,Antwerpen,Belgie
773,BOAS,Dutch,Kortrijk,West-Vlaanderen,Belgie
774,SwimAcad,Dutch,Gent,Oost-Vlaanderen,Belgie
775,MANEGE DENNENHOF,Dutch,Landegem,Oost Vlaanderen,Belgie
776,K. SPORTING WIJCHMAAL,Dutch,Peer,,
777,CITY PIRATES,Dutch,Merksem,Antwerpen,
778,BELOEGA FIT,Dutch,Herent,Vlaams Brabant,Belgie
779,Ruitersclub Domein Leiedal,Dutch,Bissegem,West- Vlaanderen,Belgie
780,BASKET DESSELGEM,Dutch,Waregem,West-Vlaanderen,Belgie
781,ESSENSE TENNISCLUB INTER,Dutch,Essen,Antwerpen,Belgie
782,Sportgroep Vaste Vuist Lauwe,Dutch,Lauwe,West-Vlaanderen,Belgie
783,KIDS HASSELT,Dutch,Hasselt,Limburg,Belgie
784,KONINKLIJKE HOCKEYCLUB BRUGGE,Dutch,Brugge,West-Vlaanderen,Belgie
785,G-VOETBAL KORTRIJK,Dutch,KORTRIJK,West-Vlaanderen,Belgïe
786,KHC SAINT-GEORGES,Dutch,KORTRIJK,Belgie,West-Vlaanderen
787,ATHLETES FOR HOPE,Dutch,WUUSTWEZEL,Antwerpen,Belgïum
788,HERK-SPORT,Dutch,Hasselt,Limburg,Belgie
